1758442458.879323 server started (15738): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1758442458.879368 on Linux 6.8.0-79-generic #79-Ubuntu SMP PREEMPT_DYNAMIC Tue Aug 12 14:42:46 UTC 2025
1758442458.879382 using libevent 2.1.12-stable poll
1758442458.879390 using ncurses 6.4 20240113
1758442458.974134 replacing key \033[15;3~: 0x810000010e199 (M-F5[I])
1758442458.974139 replacing key \033[17;3~: 0x810000010e19a (M-F6[I])
1758442458.974144 replacing key \033[18;3~: 0x810000010e19b (M-F7[I])
1758442458.974149 replacing key \033[19;3~: 0x810000010e19c (M-F8[I])
1758442458.974154 replacing key \033[20;3~: 0x810000010e19d (M-F9[I])
1758442458.974159 replacing key \033[21;3~: 0x810000010e19e (M-F10[I])
1758442458.974164 replacing key \033[23;3~: 0x810000010e19f (M-F11[I])
1758442458.974169 replacing key \033[24;3~: 0x810000010e1a0 (M-F12[I])
1758442458.974174 replacing key \033[1;4P: 0x850000010e195 (M-S-F1[I])
1758442458.974179 replacing key \033[1;4Q: 0x850000010e196 (M-S-F2[I])
1758442458.974184 new key \033[13;4~: 0x850000010e197 (M-S-F3[I])
1758442458.974188 new key \033[2~: 0x10e1a1 (IC)
1758442458.974193 new key \033[3~: 0x10e1a2 (DC)
1758442458.974199 replacing key \033OH: 0x10e1a3 (Home)
1758442458.974203 replacing key \033OF: 0x10e1a4 (End)
1758442458.974208 new key \033[6~: 0x10e1a5 (NPage)
1758442458.974213 new key \033[5~: 0x10e1a6 (PPage)
1758442458.974218 new key \033[Z: 0x10e1a7 (BTab)
1758442458.974222 replacing key \033OA: 0x400000010e1a8 (Up[C])
1758442458.974228 replacing key \033OB: 0x400000010e1a9 (Down[C])
1758442458.974232 replacing key \033OD: 0x400000010e1aa (Left[C])
1758442458.974238 replacing key \033OC: 0x400000010e1ab (Right[C])
1758442458.974243 replacing key \033[3;2~: 0x40000010e1a2 (S-DC)
1758442458.974248 replacing key \033[3;3~: 0x810000010e1a2 (M-DC[I])
1758442458.974252 replacing key \033[3;4~: 0x850000010e1a2 (M-S-DC[I])
1758442458.974257 replacing key \033[3;5~: 0x20000010e1a2 (C-DC)
1758442458.974262 replacing key \033[3;6~: 0x60000010e1a2 (C-S-DC)
1758442458.974267 replacing key \033[3;7~: 0x830000010e1a2 (C-M-DC[I])
1758442458.974272 replacing key \033[1;2B: 0x40000010e1a9 (S-Down)
1758442458.974277 replacing key \033[1;2B: 0x40000010e1a9 (S-Down)
1758442458.974282 replacing key \033[1;3B: 0x810000010e1a9 (M-Down[I])
1758442458.974287 replacing key \033[1;4B: 0x850000010e1a9 (M-S-Down[I])
1758442458.974292 replacing key \033[1;5B: 0x20000010e1a9 (C-Down)
1758442458.974298 replacing key \033[1;6B: 0x60000010e1a9 (C-S-Down)
1758442458.974302 replacing key \033[1;7B: 0x830000010e1a9 (C-M-Down[I])
1758442458.974308 replacing key \033[1;2F: 0x40000010e1a4 (S-End)
1758442458.974313 replacing key \033[1;3F: 0x810000010e1a4 (M-End[I])
1758442458.974318 replacing key \033[1;4F: 0x850000010e1a4 (M-S-End[I])
1758442458.974323 replacing key \033[1;5F: 0x20000010e1a4 (C-End)
1758442458.974328 replacing key \033[1;6F: 0x60000010e1a4 (C-S-End)
1758442458.974332 replacing key \033[1;7F: 0x830000010e1a4 (C-M-End[I])
1758442458.974338 replacing key \033[1;2H: 0x40000010e1a3 (S-Home)
1758442458.974347 replacing key \033[1;3H: 0x810000010e1a3 (M-Home[I])
1758442458.974353 replacing key \033[1;4H: 0x850000010e1a3 (M-S-Home[I])
1758442458.974357 replacing key \033[1;5H: 0x20000010e1a3 (C-Home)
1758442458.974362 replacing key \033[1;6H: 0x60000010e1a3 (C-S-Home)
1758442458.974367 replacing key \033[1;7H: 0x830000010e1a3 (C-M-Home[I])
1758442458.974372 replacing key \033[2;2~: 0x40000010e1a1 (S-IC)
1758442458.974377 replacing key \033[2;3~: 0x810000010e1a1 (M-IC[I])
1758442458.974381 replacing key \033[2;4~: 0x850000010e1a1 (M-S-IC[I])
1758442458.974387 replacing key \033[2;5~: 0x20000010e1a1 (C-IC)
1758442458.974392 replacing key \033[2;6~: 0x60000010e1a1 (C-S-IC)
1758442458.974397 replacing key \033[2;7~: 0x830000010e1a1 (C-M-IC[I])
1758442458.974401 replacing key \033[1;2D: 0x40000010e1aa (S-Left)
1758442458.974407 replacing key \033[1;3D: 0x810000010e1aa (M-Left[I])
1758442458.974412 replacing key \033[1;4D: 0x850000010e1aa (M-S-Left[I])
1758442458.974417 replacing key \033[1;5D: 0x20000010e1aa (C-Left)
1758442458.974422 replacing key \033[1;6D: 0x60000010e1aa (C-S-Left)
1758442458.974427 replacing key \033[1;7D: 0x830000010e1aa (C-M-Left[I])
1758442458.974431 replacing key \033[6;2~: 0x40000010e1a5 (S-NPage)
1758442458.974437 replacing key \033[6;3~: 0x810000010e1a5 (M-NPage[I])
1758442458.974441 replacing key \033[6;4~: 0x850000010e1a5 (M-S-NPage[I])
1758442458.974447 replacing key \033[6;5~: 0x20000010e1a5 (C-NPage)
1758442458.974450 replacing key \033[6;6~: 0x60000010e1a5 (C-S-NPage)
1758442458.974456 replacing key \033[6;7~: 0x830000010e1a5 (C-M-NPage[I])
1758442458.974460 replacing key \033[5;2~: 0x40000010e1a6 (S-PPage)
1758442458.974465 replacing key \033[5;3~: 0x810000010e1a6 (M-PPage[I])
1758442458.974470 replacing key \033[5;4~: 0x850000010e1a6 (M-S-PPage[I])
1758442458.974475 replacing key \033[5;5~: 0x20000010e1a6 (C-PPage)
1758442458.974480 replacing key \033[5;6~: 0x60000010e1a6 (C-S-PPage)
1758442458.974485 replacing key \033[5;7~: 0x830000010e1a6 (C-M-PPage[I])
1758442458.974490 replacing key \033[1;2C: 0x40000010e1ab (S-Right)
1758442458.974496 replacing key \033[1;3C: 0x810000010e1ab (M-Right[I])
1758442458.974501 replacing key \033[1;4C: 0x850000010e1ab (M-S-Right[I])
1758442458.974506 replacing key \033[1;5C: 0x20000010e1ab (C-Right)
1758442458.974511 replacing key \033[1;6C: 0x60000010e1ab (C-S-Right)
1758442458.974516 replacing key \033[1;7C: 0x830000010e1ab (C-M-Right[I])
1758442458.974521 replacing key \033[1;2A: 0x40000010e1a8 (S-Up)
1758442458.974525 replacing key \033[1;2A: 0x40000010e1a8 (S-Up)
1758442458.974530 replacing key \033[1;3A: 0x810000010e1a8 (M-Up[I])
1758442458.974535 replacing key \033[1;4A: 0x850000010e1a8 (M-S-Up[I])
1758442458.974540 replacing key \033[1;5A: 0x20000010e1a8 (C-Up)
1758442458.974545 replacing key \033[1;6A: 0x60000010e1a8 (C-S-Up)
1758442458.974550 replacing key \033[1;7A: 0x830000010e1a8 (C-M-Up[I])
1758442458.974691 new session 0 $0
1758442458.974699 session $0 0 activity 1758442458.974695 (last 0.000000)
1758442458.974706 spawn_window: [new-session/0x5fbe1f8fde40], flags=0
1758442458.974711 spawn_window: s=$0 wl=none wp0=none idx=-1
1758442458.974716 spawn_window: name=none
1758442458.974728 clients_calculate_size: after /dev/pts/0 (142x36), size is 142x36
1758442458.974732 clients_calculate_size: calculated size 142x36
1758442458.974737 clients_calculate_size: calculated size 142x36
1758442458.974741 clients_calculate_size: type is latest
1758442458.974746 default_window_size: resulting size is 142x36
1758442458.974756 @0 alerts timer reset 0
1758442458.974760 @0 alerts flags added 0x2
1758442458.974766 window_create: @0 create 142x36 (13x27)
1758442458.974772 window_add_ref: @0 winlink_set_window, now 1
1758442458.974777 spawn_pane: [new-session/0x5fbe1f8fde40], flags=0x10
1758442458.974780 spawn_pane: s=$0 wl=0 wp0=none idx=-1
1758442458.974785 spawn_pane: name=none
1758442458.974831 window_add_pane: @0 at start
1758442458.974919 spawn_pane: shell=/bin/bash
1758442458.974927 spawn_pane: cwd=/home/oceanus/dotfiles/tmux-sh
1758442458.974933 spawn_pane: environment COLORTERM=truecolor
1758442458.974945 spawn_pane: environment DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus
1758442458.974950 spawn_pane: environment DEBUGINFOD_URLS=https://debuginfod.ubuntu.com 
1758442458.974954 spawn_pane: environment DESKTOP_SESSION=ubuntu
1758442458.974959 spawn_pane: environment DISPLAY=:0
1758442458.974967 spawn_pane: environment FZF_DEFAULT_OPTS=     --color=bg+:#414559,bg:#303446,spinner:#F2D5CF,hl:#E78284     --color=fg:#C6D0F5,header:#E78284,info:#CA9EE6,pointer:#F2D5CF     --color=marker:#BABBF1,fg+:#C6D0F5,prompt:#CA9EE6,hl+:#E78284     --color=border:#737994,label:#C6D0F5
1758442458.974972 spawn_pane: environment GDMSESSION=ubuntu
1758442458.974977 spawn_pane: environment GIO_LAUNCHED_DESKTOP_FILE_PID=10570
1758442458.974981 spawn_pane: environment GNOME_DESKTOP_SESSION_ID=this-is-deprecated
1758442458.974985 spawn_pane: environment GNOME_KEYRING_CONTROL=/run/user/1000/keyring
1758442458.974990 spawn_pane: environment GNOME_SETUP_DISPLAY=:1
1758442458.974995 spawn_pane: environment GNOME_SHELL_SESSION_MODE=ubuntu
1758442458.974999 spawn_pane: environment GSM_SKIP_SSH_AGENT_WORKAROUND=true
1758442458.975004 spawn_pane: environment GTK_MODULES=gail:atk-bridge
1758442458.975008 spawn_pane: environment HOME=/home/oceanus
1758442458.975013 spawn_pane: environment IM_CONFIG_PHASE=1
1758442458.975017 spawn_pane: environment INVOCATION_ID=1e18ae99627a4f61bac74dbf06b25718
1758442458.975021 spawn_pane: environment JOURNAL_STREAM=8:29857
1758442458.975026 spawn_pane: environment KITTY_INSTALLATION_DIR=/home/oceanus/.local/kitty.app/lib/kitty
1758442458.975030 spawn_pane: environment KITTY_PID=10570
1758442458.975034 spawn_pane: environment KITTY_PUBLIC_KEY=1:6-20_c0l6gro`olO2zx1ZoU=MlGmG~4Xqz^ml1|h
1758442458.975039 spawn_pane: environment KITTY_WINDOW_ID=1
1758442458.975043 spawn_pane: environment LANG=en_US.UTF-8
1758442458.975048 spawn_pane: environment LC_ADDRESS=en_US.UTF-8
1758442458.975053 spawn_pane: environment LC_IDENTIFICATION=en_US.UTF-8
1758442458.975057 spawn_pane: environment LC_MEASUREMENT=en_US.UTF-8
1758442458.975061 spawn_pane: environment LC_MONETARY=en_US.UTF-8
1758442458.975065 spawn_pane: environment LC_NAME=en_US.UTF-8
1758442458.975069 spawn_pane: environment LC_NUMERIC=en_US.UTF-8
1758442458.975073 spawn_pane: environment LC_PAPER=en_US.UTF-8
1758442458.975078 spawn_pane: environment LC_TELEPHONE=en_US.UTF-8
1758442458.975083 spawn_pane: environment LC_TIME=en_US.UTF-8
1758442458.975087 spawn_pane: environment LESSCLOSE=/usr/bin/lesspipe %s %s
1758442458.975092 spawn_pane: environment LESSOPEN=| /usr/bin/lesspipe %s
1758442458.975096 spawn_pane: environment LOGNAME=oceanus
1758442458.975125 spawn_pane: environment LS_COLORS=rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=00:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.zst=01;31:*.tzst=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.wim=01;31:*.swm=01;31:*.dwm=01;31:*.esd=01;31:*.avif=01;35:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:*~=00;90:*#=00;90:*.bak=00;90:*.crdownload=00;90:*.dpkg-dist=00;90:*.dpkg-new=00;90:*.dpkg-old=00;90:*.dpkg-tmp=00;90:*.old=00;90:*.orig=00;90:*.part=00;90:*.rej=00;90:*.rpmnew=00;90:*.rpmorig=00;90:*.rpmsave=00;90:*.swp=00;90:*.tmp=00;90:*.ucf-dist=00;90:*.ucf-new=00;90:*.ucf-old=00;90:
1758442458.975144 spawn_pane: environment MANAGERPID=2742
1758442458.975150 spawn_pane: environment MANPATH=/home/oceanus/.nvm/versions/node/v20.11.0/share/man:/home/oceanus/.local/kitty.app/share/man:
1758442458.975158 spawn_pane: environment MEMORY_PRESSURE_WATCH=/sys/fs/cgroup/user.slice/user-1000.slice/user@1000.service/session.slice/org.gnome.SettingsDaemon.MediaKeys.service/memory.pressure
1758442458.975163 spawn_pane: environment MEMORY_PRESSURE_WRITE=c29tZSAyMDAwMDAgMjAwMDAwMAA=
1758442458.975169 spawn_pane: environment NVM_BIN=/home/oceanus/.nvm/versions/node/v20.11.0/bin
1758442458.975175 spawn_pane: environment NVM_CD_FLAGS=
1758442458.975180 spawn_pane: environment NVM_DIR=/home/oceanus/.nvm
1758442458.975186 spawn_pane: environment NVM_INC=/home/oceanus/.nvm/versions/node/v20.11.0/include/node
1758442458.975191 spawn_pane: environment OLDPWD=/home/oceanus/dotfiles
1758442458.975195 spawn_pane: environment PAPERSIZE=letter
1758442458.975203 spawn_pane: environment PATH=/home/oceanus/.cargo/bin:/home/oceanus/.nvm/versions/node/v20.11.0/bin:/home/oceanus/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin:/snap/bin:/usr/local/bin:/opt/nvim-linux-x86_64/bin:/opt/nvim-linux-x86_64/bin:/~/.local/kitty.app/bin
1758442458.975208 spawn_pane: environment PWD=/home/oceanus/dotfiles/tmux-sh
1758442458.975213 spawn_pane: environment QT_ACCESSIBILITY=1
1758442458.975217 spawn_pane: environment QT_IM_MODULE=ibus
1758442458.975223 spawn_pane: environment SESSION_MANAGER=local/oceanus-Nitro-AN515-44:@/tmp/.ICE-unix/3015,unix/oceanus-Nitro-AN515-44:/tmp/.ICE-unix/3015
1758442458.975228 spawn_pane: environment SHELL=/bin/bash
1758442458.975232 spawn_pane: environment SHLVL=2
1758442458.975237 spawn_pane: environment SSH_AUTH_SOCK=/run/user/1000/keyring/ssh
1758442458.975242 spawn_pane: environment STARSHIP_SESSION_KEY=8339274522868296
1758442458.975246 spawn_pane: environment STARSHIP_SHELL=zsh
1758442458.975250 spawn_pane: environment SYSTEMD_EXEC_PID=3262
1758442458.975254 spawn_pane: environment TERM=tmux-256color
1758442458.975260 spawn_pane: environment TERMINFO=/home/oceanus/.local/kitty.app/lib/kitty/terminfo
1758442458.975264 spawn_pane: environment TERM_PROGRAM=tmux
1758442458.975269 spawn_pane: environment TERM_PROGRAM_VERSION=3.4
1758442458.975274 spawn_pane: environment TMUX=/tmp/tmux-1000/default,15738,0
1758442458.975277 spawn_pane: environment TMUX_PANE=%0
1758442458.975282 spawn_pane: environment USER=oceanus
1758442458.975286 spawn_pane: environment USERNAME=oceanus
1758442458.975291 spawn_pane: environment WAYLAND_DISPLAY=wayland-0
1758442458.975295 spawn_pane: environment XAUTHORITY=/run/user/1000/.mutter-Xwaylandauth.TR7WC3
1758442458.975301 spawn_pane: environment XDG_CONFIG_DIRS=/etc/xdg/xdg-ubuntu:/etc/xdg
1758442458.975305 spawn_pane: environment XDG_CURRENT_DESKTOP=ubuntu:GNOME
1758442458.975311 spawn_pane: environment XDG_DATA_DIRS=/usr/share/ubuntu:/usr/share/gnome:/home/oceanus/.local/share/flatpak/exports/share:/var/lib/flatpak/exports/share:/usr/local/share/:/usr/share/:/var/lib/snapd/desktop
1758442458.975315 spawn_pane: environment XDG_MENU_PREFIX=gnome-
1758442458.975320 spawn_pane: environment XDG_RUNTIME_DIR=/run/user/1000
1758442458.975323 spawn_pane: environment XDG_SESSION_CLASS=user
1758442458.975327 spawn_pane: environment XDG_SESSION_DESKTOP=ubuntu
1758442458.975332 spawn_pane: environment XDG_SESSION_TYPE=wayland
1758442458.975337 spawn_pane: environment XMODIFIERS=@im=ibus
1758442458.975341 spawn_pane: environment _=/usr/bin/tmux
1758442458.983972 window_set_active_pane: pane %0
1758442458.984031 cmd_find_best_winlink_with_window: window is @0
1758442458.984041 cmd_find_from_session_window: s=$0 0
1758442458.984046 cmd_find_from_session_window: wl=0 1 w=@0 bash
1758442458.984051 cmd_find_from_session_window: wp=%0
1758442458.984057 cmd_find_from_session_window: idx=0
1758442458.984074 notify_add: buffer_mode_format=#{t/p:buffer_created}: #{buffer_sample}
1758442458.984080 notify_add: client_mode_format=#{t/p:client_activity}: session #{session_name}
1758442458.984087 notify_add: config_files=/home/oceanus/dotfiles/.tmux.conf
1758442458.984095 notify_add: host=oceanus-Nitro-AN515-44
1758442458.984103 notify_add: host_short=oceanus-Nitro-AN515-44
1758442458.984110 notify_add: next_session_id=$1
1758442458.984115 notify_add: pane_format=0
1758442458.984122 notify_add: pid=15738
1758442458.984127 notify_add: server_sessions=1
1758442458.984133 notify_add: session_format=0
1758442458.984140 notify_add: socket_path=/tmp/tmux-1000/default
1758442458.984145 notify_add: start_time=1758442458
1758442458.984175 notify_add: tree_mode_format=#{?pane_format,#{?pane_marked,#[reverse],}#{pane_current_command}#{?pane_active,*,}#{?pane_marked,M,}#{?#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}},: "#{pane_title}",},#{?window_format,#{?window_marked_flag,#[reverse],}#{window_name}#{window_flags}#{?#{&&:#{==:#{window_panes},1},#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}}},: "#{pane_title}",},#{session_windows} windows#{?session_grouped, (group #{session_group}: #{session_group_list}),}#{?session_attached, (attached),}}}
1758442458.984181 notify_add: uid=1000
1758442458.984371 notify_add: user=oceanus
1758442458.984377 notify_add: version=3.4
1758442458.984383 notify_add: window_format=0
1758442458.984390 notify_add: hook=window-linked
1758442458.984395 notify_add: hook_session=$0
1758442458.984401 notify_add: hook_session_name=0
1758442458.984406 notify_add: hook_window=@0
1758442458.984411 notify_add: hook_window_name=bash
1758442458.984416 session_add_ref: 0 notify_add, now 2
1758442458.984420 window_add_ref: @0 notify_add, now 2
1758442458.984425 session_add_ref: 0 notify_add, now 3
1758442458.984435 cmdq_append <global>: [notify_callback/0x5fbe1f945560]
1758442458.984440 cmd_find_from_session: s=$0 0
1758442458.984447 cmd_find_from_session: wl=0 1 w=@0 bash
1758442458.984451 cmd_find_from_session: wp=%0
1758442458.984456 cmd_find_from_session: idx=none
1758442458.984462 notify_add: buffer_mode_format=#{t/p:buffer_created}: #{buffer_sample}
1758442458.984468 notify_add: client_mode_format=#{t/p:client_activity}: session #{session_name}
1758442458.984473 notify_add: config_files=/home/oceanus/dotfiles/.tmux.conf
1758442458.984478 notify_add: host=oceanus-Nitro-AN515-44
1758442458.984484 notify_add: host_short=oceanus-Nitro-AN515-44
1758442458.984488 notify_add: next_session_id=$1
1758442458.984493 notify_add: pane_format=0
1758442458.984499 notify_add: pid=15738
1758442458.984503 notify_add: server_sessions=1
1758442458.984508 notify_add: session_format=0
1758442458.984513 notify_add: socket_path=/tmp/tmux-1000/default
1758442458.984518 notify_add: start_time=1758442458
1758442458.984528 notify_add: tree_mode_format=#{?pane_format,#{?pane_marked,#[reverse],}#{pane_current_command}#{?pane_active,*,}#{?pane_marked,M,}#{?#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}},: "#{pane_title}",},#{?window_format,#{?window_marked_flag,#[reverse],}#{window_name}#{window_flags}#{?#{&&:#{==:#{window_panes},1},#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}}},: "#{pane_title}",},#{session_windows} windows#{?session_grouped, (group #{session_group}: #{session_group_list}),}#{?session_attached, (attached),}}}
1758442458.984534 notify_add: uid=1000
1758442458.984560 notify_add: user=oceanus
1758442458.984564 notify_add: version=3.4
1758442458.984569 notify_add: window_format=0
1758442458.984573 notify_add: hook=session-created
1758442458.984578 notify_add: hook_session=$0
1758442458.984582 notify_add: hook_session_name=0
1758442458.984587 session_add_ref: 0 notify_add, now 4
1758442458.984592 session_add_ref: 0 notify_add, now 5
1758442458.984604 cmdq_append <global>: [notify_callback/0x5fbe1f8efbe0]
1758442458.984611 sending message 207 to peer 0x5fbe1f966360 (0 bytes)
1758442458.984623 recalculate_size: @0 is 142x36
1758442458.984632 clients_calculate_size: after /dev/pts/0 (142x36), size is 142x36
1758442458.984639 clients_calculate_size: calculated size 142x36
1758442458.984646 clients_calculate_size: calculated size 142x36
1758442458.984651 clients_calculate_size: type is latest
1758442458.984655 recalculate_size: @0 no size change
1758442458.984661 tty_update_client_offset: /dev/pts/0 offset has changed (0,0 0x0 -> 0,0 142x36)
1758442458.984666 window_update_focus: @0
1758442458.984671 window_pane_update_focus: %0 focus in
1758442458.984676 cmd_find_best_session_with_window: window is @0
1758442458.984682 cmd_find_best_session: 1 sessions to try
1758442458.984689 cmd_find_best_winlink_with_window: window is @0
1758442458.984694 cmd_find_best_winlink_with_window: window is @0
1758442458.984698 cmd_find_from_window: s=$0 0
1758442458.984703 cmd_find_from_window: wl=0 1 w=@0 bash
1758442458.984708 cmd_find_from_window: wp=%0
1758442458.984712 cmd_find_from_window: idx=0
1758442458.984718 cmd_find_from_pane: s=$0 0
1758442458.984725 cmd_find_from_pane: wl=0 1 w=@0 bash
1758442458.984729 cmd_find_from_pane: wp=%0
1758442458.984733 cmd_find_from_pane: idx=0
1758442458.984740 notify_add: buffer_mode_format=#{t/p:buffer_created}: #{buffer_sample}
1758442458.984745 notify_add: client_mode_format=#{t/p:client_activity}: session #{session_name}
1758442458.984750 notify_add: config_files=/home/oceanus/dotfiles/.tmux.conf
1758442458.984756 notify_add: host=oceanus-Nitro-AN515-44
1758442458.984761 notify_add: host_short=oceanus-Nitro-AN515-44
1758442458.984766 notify_add: next_session_id=$1
1758442458.984771 notify_add: pane_format=0
1758442458.984776 notify_add: pid=15738
1758442458.984781 notify_add: server_sessions=1
1758442458.984785 notify_add: session_format=0
1758442458.984790 notify_add: socket_path=/tmp/tmux-1000/default
1758442458.984795 notify_add: start_time=1758442458
1758442458.984805 notify_add: tree_mode_format=#{?pane_format,#{?pane_marked,#[reverse],}#{pane_current_command}#{?pane_active,*,}#{?pane_marked,M,}#{?#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}},: "#{pane_title}",},#{?window_format,#{?window_marked_flag,#[reverse],}#{window_name}#{window_flags}#{?#{&&:#{==:#{window_panes},1},#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}}},: "#{pane_title}",},#{session_windows} windows#{?session_grouped, (group #{session_group}: #{session_group_list}),}#{?session_attached, (attached),}}}
1758442458.984811 notify_add: uid=1000
1758442458.984837 notify_add: user=oceanus
1758442458.984842 notify_add: version=3.4
1758442458.984847 notify_add: window_format=0
1758442458.984851 notify_add: hook=pane-focus-in
1758442458.984856 notify_add: hook_pane=%0
1758442458.984860 session_add_ref: 0 notify_add, now 6
1758442458.984865 cmdq_append <global>: [notify_callback/0x5fbe1f9612f0]
1758442458.984872 session $0 0 activity 1758442458.984869 (last 1758442458.974695)
1758442458.984885 client 0x5fbe1f965850, status interval 15
1758442458.984890 cmd_find_from_client: s=$0 0
1758442458.984910 cmd_find_from_client: wl=0 1 w=@0 bash
1758442458.984920 cmd_find_from_client: wp=%0
1758442458.984923 cmd_find_from_client: idx=none
1758442458.984929 notify_add: buffer_mode_format=#{t/p:buffer_created}: #{buffer_sample}
1758442458.984935 notify_add: client_mode_format=#{t/p:client_activity}: session #{session_name}
1758442458.984940 notify_add: config_files=/home/oceanus/dotfiles/.tmux.conf
1758442458.984945 notify_add: host=oceanus-Nitro-AN515-44
1758442458.984951 notify_add: host_short=oceanus-Nitro-AN515-44
1758442458.984957 notify_add: next_session_id=$1
1758442458.984965 notify_add: pane_format=0
1758442458.984973 notify_add: pid=15738
1758442458.984980 notify_add: server_sessions=1
1758442458.984987 notify_add: session_format=0
1758442458.984995 notify_add: socket_path=/tmp/tmux-1000/default
1758442458.985003 notify_add: start_time=1758442458
1758442458.985030 notify_add: tree_mode_format=#{?pane_format,#{?pane_marked,#[reverse],}#{pane_current_command}#{?pane_active,*,}#{?pane_marked,M,}#{?#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}},: "#{pane_title}",},#{?window_format,#{?window_marked_flag,#[reverse],}#{window_name}#{window_flags}#{?#{&&:#{==:#{window_panes},1},#{&&:#{pane_title},#{!=:#{pane_title},#{host_short}}}},: "#{pane_title}",},#{session_windows} windows#{?session_grouped, (group #{session_group}: #{session_group_list}),}#{?session_attached, (attached),}}}
1758442458.985039 notify_add: uid=1000
1758442458.985081 notify_add: user=oceanus
1758442458.985088 notify_add: version=3.4
1758442458.985098 notify_add: window_format=0
1758442458.985106 notify_add: hook=client-session-changed
1758442458.985113 notify_add: hook_client=/dev/pts/0
1758442458.985120 session_add_ref: 0 notify_add, now 7
1758442458.985128 cmdq_append <global>: [notify_callback/0x5fbe1f95c6c0]
1758442458.985165 cmd_find_from_session: s=$0 0
1758442458.985173 cmd_find_from_session: wl=0 1 w=@0 bash
1758442458.985179 cmd_find_from_session: wp=%0
1758442458.985186 cmd_find_from_session: idx=none
1758442458.985193 cmd_find_from_session: s=$0 0
1758442458.985200 cmd_find_from_session: wl=0 1 w=@0 bash
1758442458.985207 cmd_find_from_session: wp=%0
1758442458.985213 cmd_find_from_session: idx=none
1758442458.985221 running hook after-new-session (parent 0x5fbe1f8fde40)
1758442458.985233 unref client 0x5fbe1f965850 (4 references)
1758442458.985245 cmdq_next </dev/pts/0>: [server_client_command_done/0x5fbe1f9330c0] (1), flags 0
1758442458.985254 /dev/pts/0: \033[c
1758442458.985262 /dev/pts/0: \033[>c
1758442458.985268 /dev/pts/0: \033[>q
1758442458.985275 /dev/pts/0: \033]10;?\033\\
1758442458.985282 /dev/pts/0: \033]11;?\033\\
1758442458.985289 unref client 0x5fbe1f965850 (3 references)
1758442458.985297 cmdq_next </dev/pts/0>: exit (empty)
1758442458.985304 cmdq_next <global>: enter
1758442458.985311 cmdq_next <global>: [notify_callback/0x5fbe1f945560] (1), flags 0
1758442458.985317 notify_callback: window-linked
1758442458.985326 notify_insert_hook: inserting hook window-linked
1758442458.985339 session_remove_ref: 0 notify_callback, now 6
